"term","score"
"actual",47.1068588445043
"pub",47.0894091751155
"lives",47.0149947597043
"theater",46.9919789485876
"listen",46.983786478564
"whatsoever",46.9735742618821
"stuffy",46.9555284824537
"wardrobe",46.9474424503299
"ala",46.9348744242747
"renaissance",46.9341000457977
"arrange",46.9133840791033
"sliding",46.8693194735652
"corridor",46.8525963508004
"foyer",46.8516061031086
"passes",46.8065047336352
"zoo",46.7834482750007
"splendid",46.765380263703
"ginza",46.7478718799549
"beverages",46.718657710974
"ants",46.6188799137642
"anytime",46.5244333627328
"boats",46.5193515157126
"fi",46.4704818713574
"selected",46.3602473755069
"sunny",46.3220884531232
"bills",46.2941475984339
"contacted",46.2878556770024
"excited",46.2505981250536
"weird",46.234880479841
"cd",46.2217795664027
"faces",46.1894024766244
"tap",46.1563298462161
"zero",46.1359176001589
"islands",46.1312404890932
"studio",45.861399165667
"stopover",45.84861237212
"beauty",45.8398440422094
"rice",45.8398053249272
"broadway",45.8296109892417
"pr",45.7996685437849
"hopefully",45.780972064698
"2003",45.7510984104124
"report",45.7083415892027
"dame",45.6559537902935
"badly",45.6092617582546
"rush",45.6086543182063
"oct",45.5670136922699
"conrad",45.5104124918492
"leaves",45.4479592773341
"9th",45.397823373269
"smallest",45.3922402169211
"band",45.296903032706
"crew",45.2568768922486
"humid",45.2192310510337
"bathrobes",45.1930759876523
"hate",45.1764606769495
"deserves",45.1264089696074
"showing",45.1041461734745
"tasteful",45.0895696661923
"fireplace",45.0456480685769
"corridors",45.0222297061985
"individual",44.9979726587221
"ham",44.9943498929394
"monorail",44.9871739456882
"confirm",44.9716102313759
"result",44.9463264189577
"pulitzer",44.8837594390248
"beers",44.8123336763898
"peak",44.8042363858631
"criticism",44.8016228762274
"workout",44.7842989065382
"camera",44.7784380679059
"assured",44.769892226321
"piano",44.7662806181175
"japan",44.764148341164
"topless",44.7500891112881
"lazy",44.7367953097601
"bites",44.6607215815891
"cuisine",44.631334396552
"pulled",44.6203244261342
"des",44.5955156450283
"silver",44.5820843278416
"scrambled",44.5394232124344
"smells",44.5333357457917
"bike",44.5128565744211
"rarely",44.4836612518318
"closest",44.4566301775647
"sandwiches",44.4536920442473
"sad",44.4114967619293
"checkin",44.3765461236932
"asia",44.3359660753675
"bland",44.3260152973512
"restuarant",44.3085296259319
"news",44.299368318671
"suitcase",44.287102091273
"cheapest",44.2837431766214
"pot",44.2795489571143
"join",44.2772564106774
"wyndham",44.265223522656
"gentleman",44.2506576291244
"wi",44.2290462764082
"fellow",44.1966078993577
"speaks",44.1820432588704
"frank",44.1590852402784
"appears",44.1559132929619
"forever",44.1463565941766
"disturb",44.0770797189774
"dressed",44.0155961368423
"newer",43.9506798814884
"nite",43.9323492939688
"hated",43.9164955696347
"majority",43.900800770952
"pain",43.8672515667528
"casa",43.8183899047779
"pancakes",43.8061483835834
"consisted",43.804320987286
"handled",43.7700620820466
"sunset",43.7191700897391
"il",43.7087700019214
"figured",43.7050117607431
"followed",43.7020928987498
"reccommend",43.6912041929309
"alright",43.6211472841795
"improved",43.6089834939746
"e.g",43.6028743076227
"policy",43.5910966155778
"sufficient",43.5770084732657
"starts",43.5580839635205
"accept",43.5488418980838
"smiles",43.54122368486
"intimate",43.533336684734
"headed",43.4857922665566
"dutch",43.4839383679263
"tough",43.4378039801236
"happening",43.4119689587877
"brother",43.3884485215046
"courtesy",43.3856967948636
"establishment",43.385155225143
"thrilled",43.3815505271347
"coke",43.3596867179626
"anybody",43.3216643051716
"gay",43.3186098128391
"eaten",43.3115482643093
"completed",43.2976472487101
"bunch",43.2786652472235
"dessert",43.2754787934591
"drank",43.2573942510041
"75",43.2465027551274
"fussy",43.2196110893179
"birds",43.2181031761049
"burger",43.2082893414946
"eateries",43.1979788429372
"breath",43.0698094974217
"tucked",43.0659798450159
"partial",43.0658348342666
"umbrella",43.0561790429961
"roll",43.0474150601854
"plush",43.0467164252355
"arts",43.032593483501
"cover",42.9954454191925
"toilets",42.9777239281957
"tile",42.9683809256704
"jackson",42.9558152577067
"assist",42.8770090414606
"begin",42.8536363882894
"boarding",42.8501677512918
"answered",42.8345440368851
"ee",42.8069011162699
"stick",42.7954537941558
"connecting",42.7939491654767
"gotten",42.7642187546075
"reminded",42.7571976455662
"o",42.7505315914812
"ignored",42.7321097281245
"shelf",42.7235565982074
"exchange",42.7078916575839
"it.the",42.6872697813238
"specialty",42.6522559712866
"knows",42.6470691277592
"bet",42.6145321757533
"pointed",42.5824921326165
"23rd",42.5818322309647
"row",42.5594655074922
"leading",42.5579320260102
"immaculately",42.5414296175032
"changing",42.5342067406145
"hell",42.5045326507477
"peninsula",42.4984693373253
"20th",42.4514359653919
"boiled",42.4198459827243
"notre",42.4131118352673
"escape",42.3448552382063
"kinds",42.342437762996
"seconds",42.3175461584598
"mosquitos",42.3041107520537
"meters",42.3005244409869
"ear",42.2466986354242
"print",42.2386840911525
"waitress",42.2323266830218
"practically",42.230991028852
"proper",42.1939903963296
"waffles",42.1684029319116
"neighbourhood",42.165664660145
"unpleasant",42.1643769043203
"reports",42.1535172629446
"beef",42.1064869912786
"frills",42.0897245647883
"tasting",42.0863646903587
"lush",42.0862885324061
"lacked",42.0791783244907
"refund",42.0776019967683
"skip",42.0696203078144
"praise",42.0357110155114
"hoping",42.0201773515941
"accurate",41.9915442132953
"entry",41.9718043124459
"centraal",41.9337271910878
"cava",41.9247373586056
"department",41.8963133007469
"doorstep",41.8702992738127
"jet",41.8701290176168
"knowledge",41.852773323106
"specifically",41.8311619586907
"supplied",41.8004278582325
"taxes",41.7635105633996
"hyde",41.7532884244758
"fiance",41.7501642678139
"emailed",41.7215436614498
"21st",41.7102203840243
"benjamin",41.7086952971537
"exciting",41.6638613054374
"suited",41.6539166098061
"flower",41.6245406716741
"supply",41.6047115825918
"odor",41.5780271432613
"female",41.5736621357617
"restuarants",41.5734901008716
"bringing",41.5539713004777
"count",41.5148172923435
"allocated",41.5148136956387
"ordinary",41.4721355139491
"aged",41.4708405046987
"mildew",41.4539059047899
"gladly",41.421294918937
"adagio",41.4095979923
"spoiled",41.3919279235482
"suggestion",41.3727030269052
"cares",41.3050340688035
"royalty",41.3016074845819
"purchase",41.2900548806683
"nasty",41.2538568112309
"sky",41.2303672582945
"began",41.1170521551708
"plans",41.1102055837997
"fries",41.1046887061298
"med",41.0633366470446
"latin",41.0586638446882
"cleaner",41.0507198637274
"butler",41.0464769267619
"towers",40.9922463429508
"gothic",40.9857045138426
"hills",40.9855373632714
"shore",40.9630887227944
"environment",40.9303107022579
"improvement",40.9077264478394
"health",40.8577265009115
"fluent",40.857183712043
"pop",40.835141094844
"broke",40.8090496446079
"shocked",40.792914230989
"arrangements",40.7577770417263
"california",40.7512171282792
"crowne",40.6787915396023
"remodeled",40.66195766757
"olympic",40.656259039851
"plates",40.6314849913411
"genuinely",40.6139477646475
"greeting",40.5720493545776
"500",40.5251585494766
"conversation",40.4961574899566
"marco",40.4629507164269
"degrees",40.4259057630485
"explain",40.400149047802
"cell",40.3380346267853
"dogs",40.2946276644439
"lets",40.2907573162229
"cakes",40.2676106937434
"perfection",40.2651564928655
"handle",40.250600334155
"attending",40.2340434651622
"suitable",40.229674059403
"chains",40.2285818398868
"weak",40.1823469189103
"flew",40.1440021449263
"soda",40.1339189469579
"program",40.0720265039656
"plugs",40.0509551953817
"positives",40.0398138485021
"rear",39.9901166254354
"follow",39.9896588351453
"movies",39.9758594689137
"watched",39.9084014927591
"brick",39.8716237937321
"400",39.8696529913548
"path",39.8604614650374
"excellant",39.8603460819992
"culture",39.8049914230612
"track",39.7987349265451
"palladium",39.7964704361094
"swissotel",39.7592399001699
"accommodate",39.7577840619249
"switched",39.7451684371705
"platinum",39.7164575216538
"pc",39.6932509468044
"you__",39.6836737608025
"gripe",39.6484267079662
"ruined",39.6276627627018
"deposit",39.6206040234464
"dine",39.6143859928824
"tall",39.6128221068728
"greatly",39.612374231733
"bakery",39.5818560739031
"30th",39.5772796543101
"apology",39.5621717831839
"blinds",39.5496943248191
"dressing",39.5298289652055
"schedule",39.4929667736245
"refurbishment",39.4376363736253
"dress",39.4317791154337
"scary",39.4019937880806
"gallery",39.384631966471
"7am",39.3549251324334
"presentation",39.3318878192536
"massages",39.2709144031521
"closing",39.2691705222342
"obvious",39.2576673797561
"failed",39.2454224712969
"importantly",39.2409260581806
"organized",39.2347933934294
"unbeatable",39.2305444207521
"fashioned",39.217708483505
"extensively",39.144272142326
"combination",39.1094323749799
"allows",39.1064480761183
"college",39.0680799285176
"thanksgiving",39.0617137485209
"langham",39.0615576944878
"attempt",39.0557470320376
"heads",39.019290164826
"managers",38.9772763764166
"proved",38.9623074028709
"helpful.the",38.9382180553767
"telephone",38.931860364626
"spaces",38.9132121941446
"sausage",38.8538119504379
"soup",38.8500769432333
"largest",38.8478928748294
"29",38.8380067643151
"3pm",38.81755551193
"aveda",38.7777085700813
"chosen",38.7612072690224
"financial",38.7317940562576
"fifth",38.6811269702647
"mr",38.6782020230128
"lessons",38.6778099381756
"attended",38.6463753189689
"aspects",38.6321325787876
"walkable",38.6277482317995
"account",38.627190977915
"earplugs",38.6001285406611
"require",38.5910989950307
"trash",38.570287927826
"radio",38.5605477591002
"comparable",38.5382982513823
"match",38.5248353717258
"caused",38.5062339748845
"fittings",38.5049782681959
"brown",38.482144767795
"saving",38.4761035351435
"fortunately",38.4451608841853
"25th",38.4383202272534
"yr",38.4131651456479
"coral",38.4118341213641
"stood",38.4081511876604
"recieved",38.4059649642552
"modest",38.3873888992871
"improve",38.3609208376171
"purpose",38.3404271745028
"rick",38.3369756803477
"ta",38.3341021555147
"assigned",38.3319578198287
"rio",38.2965484625149
"volleyball",38.2844295703609
"host",38.2739653246504
"15th",38.2255022607185
"climb",38.2226207672268
"selling",38.2109915798784
"catered",38.1990504168675
"bored",38.1955856877097
"muse",38.1437393999745
"parc",38.1315637558958
"mate",38.1148777723178
"quirky",38.0932368832772
"housekeeper",38.0591446258069
"coast",38.0462245518478
"metres",38.0174318728562
"kettle",37.9968156925587
"hurricane",37.9587658653037
"compact",37.9362614598216
"attendant",37.9349175307467
"drain",37.9228942541953
"address",37.9043410993274
"awake",37.8929235043905
"garbage",37.892783874512
"salads",37.8756716791794
"trained",37.8421972357081
"organised",37.838875500028
"16th",37.8299237490256
"fluffy",37.825518737868
"today",37.8175699155432
"inconvenience",37.8143647681844
"elysees",37.8075019982904
"communicate",37.800024218936
"vegas",37.7892719397453
"involved",37.7726119638268
"dealt",37.7414514289728
"length",37.6644608404224
"highest",37.6615823536841
"football",37.6562833689956
"authentic",37.5966441337347
"letter",37.5675840883322
"smallish",37.537186163509
"l",37.5162449251348
"sandwich",37.5120350123497
"chips",37.4679721959842
"disappoint",37.427543730153
"forbidden",37.4141518698677
"surely",37.3937832489148
"listed",37.3685178335642
"hole",37.3598863540668
"31",37.32838610749
"bikes",37.3238175353972
"dangerous",37.3056008886423
"cooking",37.2909846908959
"definetely",37.2886592080445
"drawers",37.2784798153916
"complementary",37.2715613937969
"10pm",37.2612212182951
"university",37.2536422238233
"egg",37.2336971010196
"deli",37.227367756004
"queue",37.2257335775539
"george",37.2256572268032
"apprehensive",37.2236662265167
"summary",37.218436998631
"bang",37.2020660321895
"currently",37.1729658531694
"lousy",37.1411560480518
"greet",37.1310627090944
"lagoon",37.1219982826992
"typically",37.0983876745618
"owned",37.0933168630111
"hawaiian",37.0793573402912
"factor",37.0520767462558
"novotel",37.0474466055772
"motor",37.0421934232395
"balinese",36.980708551573
"burgers",36.9674957862936
"pure",36.9506880677043
"patient",36.9471361415496
"hung",36.9447065501687
"designer",36.9388384657335
"lie",36.9282228897123
"sadly",36.9186840291135
"sum",36.9133791661916
"ammenities",36.895083686612
"wasn__",36.8887048919504
"reached",36.8835238275049
"palms",36.8780898903606
"sorted",36.8685735928225
"terribly",36.8614508414789
"drunk",36.7810816224044
"ring",36.753005453381
"eyes",36.6846695914016
"potential",36.6729746456734
"saona",36.670332552768
"dumont",36.6664447659983
"england",36.6435710283236
"sq",36.6229338709769
"receptionists",36.6075879809642
"sagrada",36.5592671282647
"turns",36.5509494272775
"jump",36.5139189261981
"aircon",36.4966018664091
"festival",36.4815865455389
"meaning",36.4809402408531
"cared",36.4786209103364
"oahu",36.4757654839813
"04",36.4736833526389
"portions",36.4651855874809
"triomphe",36.4620799146694
"cancel",36.4321563267041
"12th",36.4167545669674
"hut",36.3850961228458
"plug",36.3417317294673
"verde",36.3403230170269
"medical",36.3169450474827
"liking",36.3149056048906
"horseback",36.3092554435803
"british",36.2928134008347
"blanket",36.2339551926016
"carlos",36.2337979334053
"rave",36.2309134205103
"land",36.2280925903922
"happier",36.2186573971022
"celebrating",36.2007380021252
"cnn",36.1911764249792
"deserve",36.1812960324426
"fees",36.1709677589768
"brief",36.163800185621
"n",36.0621781126332
"apples",36.0611501705461
"washing",36.0533645092111
"repair",36.0416371501345
"6pm",36.0223279298383
"entirely",35.9771560333551
"freezing",35.9761201664502
"sets",35.9663866722726
"two",35.9651348360319
"claim",35.9522583037029
"40th",35.9279054360927
"attend",35.9269486755608
"benefit",35.9240585546432
"baths",35.9194852944348
"emails",35.9128036626531
"item",35.9073984529122
"bite",35.8558017798536
"channel",35.8529597091315
"gracia",35.8365286451877
"requesting",35.7941047037729
"inner",35.7923489261785
"sleek",35.7652424130114
"cases",35.7457172389147
"repeat",35.7375532760556
"powerful",35.7218867113808
"sparkling",35.7193500641508
"millenium",35.693636298653
"leisure",35.6845369061706
"priority",35.6628815719534
"younger",35.6335436333298
"europeans",35.626412764472
"noises",35.6190160759503
"weight",35.5984278867531
"familia",35.5852170744242
"thumbs",35.5216454173631
"approximately",35.5126668808461
"don",35.4678211130513
"friendliest",35.4643645206824
"exquisite",35.4611602026175
"satisfactory",35.4534154915946
"bowl",35.4359628503647
"banana",35.426542090363
"venture",35.4228380965812
"cuba",35.4024119732307
"changes",35.3744451040774
"stress",35.3597726659257
"occidental",35.3307172954493
"mela",35.3284546548441
"11pm",35.3154155128873
"30am",35.3090244212978
"flamenco",35.3065007016963
"18th",35.2903297327685
"germain",35.2409609294558
"albeit",35.2323811293714
"initial",35.2074026048617
"dined",35.1920828842575
"agency",35.1778379306744
"posh",35.1720163749066
"turndown",35.1674156560853
"umbrellas",35.1643443071159
"search",35.1420866925191
"lacks",35.1312312554148
"gogh",35.1099687757242
"11th",35.0885024592829
"windy",35.0577817277883
"choosing",35.0516881413692
"selections",35.0498871940856
"aquarium",35.03694009361
"bart",35.0209882070559
"events",35.0033851381486
"basket",34.9685099631942
"antique",34.9531575323424
"sants",34.9495641285423
"magical",34.9187072424906
"forest",34.8903586748286
"outrigger",34.8811029165147
"germany",34.8651148893579
"yellow",34.8176807991775
"bb",34.809937320817
"annoyed",34.8024891885188
"120",34.7996379871358
"smokers",34.7931349912927
"limo",34.7732683711595
"yummy",34.7463871661074
"atrium",34.7458291331584
"painted",34.7379617519265
"category",34.7071384468781
"porter",34.6657801390112
"stories",34.6588480396386
"minimum",34.6396421935638
"fried",34.6056800785442
"ipod",34.5996319724204
"falling",34.5865339776944
"reality",34.5754662483681
"o.k",34.5737444258313
"surf",34.5173438329729
"genuine",34.5077542147812
"ugly",34.4436448075541
"10am",34.406282451484
"knowledgable",34.398465163038
"14th",34.3774809943173
"payed",34.3289317485344
"vieques",34.3156125256198
"five",34.2881217306393
"foreign",34.2307692362832
"airlines",34.2280075777705
"stepped",34.2091641377735
"mosquito",34.1789470531656
"plumbing",34.1725093467779
"max",34.1506723056687
"day.the",34.1429073838122
"named",34.1398469645549
"m",34.1304473557646
"hrs",34.1299370680737
"comforter",34.1290604265887
"parisian",34.0791470905604
"deco",34.0629510345948
"delayed",34.0495036411812
"tops",34.036800500231
"printer",34.0301481840402
"isla",34.001177997663
"frustrating",33.9840085653054
"forced",33.9245138575613
"continue",33.9066501324309
"airline",33.8827123240581
"malls",33.8785692097994
"commented",33.8592948102459
"manner",33.8550364737039
"thankfully",33.828370027195
"alcatraz",33.8236550726497
"yeah",33.7996164516841
"thursday",33.7869917916477
"pants",33.7822850267373
"manage",33.7820562457249
"bryant",33.7804653462653
"retreat",33.775601552498
"charging",33.7393925933907
"splurge",33.7239318398457
"casual",33.7229979370075
"transit",33.7155954935017
"catching",33.703484078453
"act",33.6904429480313
"marriot",33.6881955533976
"houses",33.6798334422423
"concerns",33.6749152883251
"training",33.6503709269713
"responsive",33.6494056231922
"routes",33.6331618768114
"sirenis",33.6228351798763
"snorkel",33.616358261089
"prepare",33.610425488862
"rer",33.5805008575535
"pan",33.5493162503062
"flies",33.5350802174585
"duck",33.5343515115402
"newspaper",33.5324469706088
"caters",33.5304400445189
"can__",33.5280422843652
"dish",33.5192424030996
"norm",33.5148904682072
"frankly",33.5119241229283
"cleaners",33.4970205839651
"truck",33.4851169609813
"aug",33.4816576888044
"cloud",33.4730535845273
"rare",33.4651018176867
"disturbed",33.4628702222961
"holes",33.457334171564
"chill",33.4453028751885
"vast",33.4183866082384
"c8",33.4095689686641
"staffed",33.4091439375525
"disaster",33.3975383259358
"halls",33.3755058160078
"neighbors",33.3712598665439
"30pm",33.3650270068505
"vibe",33.3425018193172
"sinks",33.3181390757756
"resolved",33.2813476753008
"ramada",33.2789752877436
"copley",33.2726957597002
"sales",33.2701716356238
"loungers",33.2549581393466
"cancun",33.2110949682816
"cater",33.207485714603
"pubs",33.1938006879014
"caution",33.1690692150202
"michael",33.1661420318522
"finest",33.1306474610129
"overbooked",33.1271889336
"mattresses",33.114966803516
"memories",33.1138222380291
"favor",33.1114541959898
"sheet",33.1005890676929
"rang",33.0879756187924
"indifferent",33.0801363040674
"menus",33.0456288329128
"gross",33.0444875606921
"regularly",33.0244306556672
"unlimited",33.0180908971783
"ignore",32.9746290903134
"concrete",32.941746214802
"teeth",32.9056278117992
"oriented",32.8718827467759
"isnt",32.8642708874698
"shrimp",32.8323046461767
"singing",32.806710946002
"baggage",32.7896976137217
"clean.the",32.7776961462649
"carts",32.7670833491438
"understood",32.7438275927685
"ton",32.7368273595656
"x",32.7283035285786
"buying",32.7212144987499
"sharks",32.7171177352939
"servers",32.7094734097855
"grateful",32.6742286640274
"smelt",32.6687833579492
"desert",32.6658996819614
"clients",32.6574752726765
"rack",32.6551604571389
"reputation",32.6508863680606
"fortunate",32.6174365690547
"consistently",32.6035344164074
"bbq",32.5875002345278
"suprised",32.5645029051224
"urban",32.5498996568717
"memory",32.5431938906047
"tho",32.5122251334764
"countries",32.5017183401334
"vicinity",32.4964376482164
"overrated",32.4959495246021
"waters",32.4826322993867
"rose",32.4816554611976
"baked",32.4786451770111
"isolated",32.4175138903669
"lti",32.4161577022911
"11am",32.4148537467272
"supposedly",32.4001494717038
"airconditioning",32.3951507298856
"highway",32.368133615508
"cbd",32.3585932123293
"dealing",32.3546333176901
"hectic",32.3480248200416
"def",32.3331681214714
"mum",32.3198856086781
"nh",32.3158966140684
"disney",32.3017446783195
"century",32.2974324883986
"tray",32.2781688849636
"laugh",32.2699211251559
"staffs",32.2513839543607
"eur",32.2466385740677
"gifts",32.2189686385543
"rides",32.2062813922872
"sorts",32.1997181362547
"domingo",32.1974576127243
"esp",32.1703427603082
"passing",32.1597365886807
"t.v",32.1513894984424
"catalonia",32.1378082293975
"mirrors",32.1371694622666
"pampered",32.1259671877799
"led",32.09780961851
"pieces",32.0876424809975
"leg",32.0851157535576
"hearing",32.0405199512304
"inclusives",32.0357969679341
"exterior",32.0210575500136
"adventure",32.0152420857094
"beverage",31.9312388817977
"rainy",31.9272491280754
"4pm",31.9143997103132
"secret",31.8941868391008
"8am",31.8821024134251
"ease",31.8702332992399
"ripped",31.8560680189017
"lenox",31.8547191360614
"upgrading",31.848028767952
"cooler",31.8443634439232
"residents",31.8166614455759
"canals",31.8103110140758
"buffett",31.8085889430924
"faultless",31.7967735293217
"mayor",31.7964861623442
"planes",31.7911032798905
"ruin",31.7909208753099
"accademia",31.7641312649264
"skyline",31.7624337902936
"platz",31.7558927236837
"pastry",31.746514573095
"deliver",31.7390907245023
"premises",31.6955227793072
"til",31.6885993663603
"sharing",31.6608639649615
"hampton",31.6401712504575
"warmth",31.6219522092469
"granted",31.6208819055064
"familiar",31.6197082840897
"select",31.6185585518105
"mountain",31.6151446343498
"zone",31.5925048570278
"casitas",31.5843411490478
"sides",31.5733448166668
"woken",31.5692590778346
"premier",31.5418707191445
"definitly",31.5314387464129
"pina",31.5202544175702
"lose",31.5150942124827
"brush",31.504714198418
"links",31.4625650557129
"sandals",31.4537228590725
"homeless",31.4313465807882
"silla",31.4205158512781
"concept",31.4150595833087
"pink",31.3934165020074
"occupied",31.3927523657729
"expense",31.3904203819377
"desserts",31.3890623487773
"cot",31.3801945976521
"factory",31.3780895903144
"specially",31.3330689247515
"freindly",31.308341209425
"scared",31.2861227919029
"blocked",31.2525249798202
"passport",31.2321187158081
"won",31.2120224845661
"destinations",31.2088446523569
"minimalist",31.1928394923103
"happens",31.1900959391618
"earth",31.1630594105387
"national",31.1520835138095
"dirt",31.14524493594
"tad",31.1403519775345
"bridges",31.1357672982435
"fuss",31.1340679221522
"forgotten",31.1113126815785
"nature",31.1065319740551
"blown",31.1020444780843
"treatments",31.0950451214748
"sounded",31.0893177236442
"mood",31.0618629504628
"night.the",31.0551454349485
"wonderfull",31.0456126560288
"ball",31.031428987047
"irish",31.0313712024106
"fortune",31.0072070119488
"hubby",31.0068080335668
"andra",30.9998681553167
"tree",30.9993023465258
"sample",30.9560575837917
"appetizers",30.9385938249395
"r",30.9122518930676
"blankets",30.884711032905
"friendlier",30.8647783558654
"joy",30.8484821641506
"specific",30.8326118136911
"mountains",30.8262846925842
"settled",30.8216983464696
"bare",30.8051671875841
"wines",30.8037132988692
"taino",30.7956362812479
"continued",30.7751729084955
"2pm",30.7331130966711
"lanai",30.7298917811313
"stage",30.7250622856295
"closes",30.7226495738394
"prince",30.6862933648535
"tuscany",30.6688968349083
"visitor",30.6678012028187
"9d",30.6650492034667
"crisp",30.6621007126488
"filling",30.6523032228496
"valley",30.6411045897843
"17th",30.6330535588414
"healthy",30.6239816728967
"definite",30.6212423049485
"personable",30.6191663442749
"difficulty",30.6055503348739
"attraction",30.580405560679
"alessandra",30.5491283413565
"phones",30.5432134852036
"1000",30.5063925687481
"presidente",30.4950330646416
"hike",30.4809013958428
"bravo",30.4778690519978
"stale",30.4727719386869
"discounted",30.4713806687173
"electric",30.4561980530721
"wallet",30.4477150543687
"catamaran",30.4299660527871
"luna",30.4260378845282
"floating",30.4166816159052
"connect",30.3910648577992
"id",30.372054417838
"firstly",30.3698005489579
"charlie",30.3677851564101
"spoken",30.3522435624202
"understanding",30.3424618985461
"code",30.341014473512
"frozen",30.3248821444773
"thai",30.3103805432887
"firenze",30.2708101591125
"mosquitoes",30.2449588443864
"rich",30.2448017365762
"concert",30.2331762144054
"energy",30.2136462922012
"confusing",30.2127009128123
"anymore",30.2031502967569
"sunscreen",30.1873805051441
"cupboard",30.1672246667836
"knock",30.1371679664196
"flush",30.1349496824439
"dive",30.1317044984137
"rise",30.0966121164705
"6am",30.094072669996
"according",30.0864306286913
"powell",30.0834133860449
"meetings",30.0721353537591
"forth",30.0704911240391
"exclusive",30.059537186654
"regards",30.0513220731098
"hr",30.0494584014675
"conditions",30.0152657471878
"19th",30.01331805618
"keen",29.9904559623379
"jamaica",29.9842102548662
"replenished",29.9555819813116
"availability",29.9516534216356
"pantheon",29.9459615987535
"bear",29.9399962451756
"languages",29.8939800579703
"outlets",29.887827342035
"kinda",29.8844905279134
"pounds",29.8789805891165
"secluded",29.8666558643362
"degree",29.8528601971246
"goodness",29.8515879359549
"shirt",29.8441418222093
"fashion",29.8228014064742
"ordering",29.787142063867
"grilled",29.7867487949861
"courses",29.773473931835
"aaa",29.7690486119253
"outback",29.7597569767955
"discover",29.7562307286048
"existent",29.7506935265615
"camp",29.7453266403112
"warmer",29.7395136786451
"conclusion",29.7390222328366
"natura",29.7368009499137
"proof",29.715672588851
"00am",29.6942175255638
"shirts",29.6806167681286
"description",29.6722680355761
"bedside",29.6634442296168
"exhausted",29.6594110827859
"inch",29.6486424126883
"directed",29.6412802122029
"ventilation",29.6300554021226
"warmly",29.6189819632703
"prado",29.6075320369279
"katrina",29.6015632061429
"doubletree",29.6001692258682
"incident",29.6000178723374
"unhappy",29.5688001839833
"milano",29.5342736140372
"9am",29.5084813858302
"mess",29.4934962836716
"hotel.we",29.4653379779579
"hire",29.4492498080612
"delivery",29.4474302321375
"jam",29.3898238147071
"scuba",29.3838349301024
"kimpton",29.3714517859371
"tremendous",29.3696969792616
"dolphins",29.3679843836256
"atlantic",29.3237946377777
"searching",29.3127836194912
"color",29.307901810874
"mailed",29.3020802056792
"00pm",29.2709847813164
"positioned",29.2616244613411
"streetcar",29.2357293626778
"depends",29.2319895995134
"loft",29.2203347711986
"insisted",29.2129905432102
"grace",29.1919707084183
"washed",29.1670970754269
"walkway",29.1338237157731
"dust",29.1285879978217
"cotton",29.1266938676946
"humidity",29.1156263661951
"stadium",29.1154135612499
"espresso",29.1029176685687
"pushy",29.1009541131162
"rincon",29.0939892999783
"5pm",29.0883935440654
"memorial",29.0866477901139
"awsome",29.0700962773084
"hoxton",29.0483483466773
"carrying",29.0449514338947
"27th",29.0417533519605
"asleep",29.0247778612005
"status",29.0172468760581
"definatly",28.9975733169006
"eater",28.9780434638258
"sons",28.9254934871449
"stored",28.8618017842816
"locate",28.8548174301107
"depressing",28.82737874085
"photo",28.8094824991763
"excuse",28.804880012269
"miserable",28.7956766154469
"washington",28.793105501714
"crib",28.7914777051432
"reliable",28.7576020697523
"encounter",28.7385658587827
"fita",28.7296340899107
"electronic",28.7228492045852
"communication",28.6983496615587
"efficiently",28.6832222436438
"vending",28.6342754868999
"draw",28.6326220332113
"shot",28.6308403398765
"avoided",28.6166268221011
"mcdonalds",28.5982727588933
"legs",28.5979790020583
"unsafe",28.5884481848935
"pedestrian",28.5867115664091
"glazing",28.5717692186185
"participate",28.5340844451054
"duvet",28.5113238199539
"rialto",28.5078913629513
"quad",28.4882212942513
"watertown",28.45834399828
"moldy",28.4551372137613
"handed",28.4385608056365
"active",28.4190571013588
"phenomenal",28.4094415975404
"39",28.4031819553234
"message",28.3936384749557
"joined",28.3909673548142
"conceirge",28.386295432557
"relief",28.3701899795427
"numbers",28.3698983980372
"raining",28.3629820531161
"atm",28.3563603812115
"reef",28.3523736389061
"there.the",28.3483430501396
"250",28.3415686356852
"jw",28.3408677696854
"polo",28.3315253933621
"timeshare",28.328575917101
"celebration",28.3242989108492
"fight",28.274598498778
"banging",28.2542806471042
"opposed",28.2499713523386
"24th",28.2487251890666
"fitted",28.2453355477854
"wired",28.238503372238
"stretch",28.2375292459482
"bathing",28.2341134354469
"nola",28.1502542980212
"delay",28.139560424222
"accepted",28.1236202042776
"transfers",28.1161225765076
"stands",28.0995286862282
"ratings",28.0873638438168
"nightclub",28.0458416263686
"10mins",28.045085078167
"first",28.0445975008876
"coconut",28.0238430328011
"field",28.0085099817807
"seedy",28.008109601082
"hamburgers",27.958297495013
"sooo",27.9580174996087
"na",27.9464261992157
"girlfriends",27.9452935208114
"bustling",27.9261510851212
"etc.the",27.925844124537
"concierges",27.8957796988358
"buck",27.8771164689081
"lounges",27.8770543696864
"snorkling",27.8655442727992
"caring",27.854641289583
"highlights",27.8541086035854
"fans",27.8491327780069
"realised",27.8471800439585
"comfortably",27.8421527710979
"unexpected",27.8407497507619
"good.the",27.8398275956
"queues",27.8267844509641
"conversations",27.8220115821325
"sub",27.8205054843751
"four",27.8092999984212
"bidet",27.7898757931348
"conquistador",27.7891321804638
"consistent",27.7772367226868
"tacky",27.7755944812772
"grey",27.7737589488042
"landscaping",27.7602532911233
"guaranteed",27.7533765550336
